paper_id,ref_title,ref_journal
15472450.2015.1012865,Incorporating an information acquisition process into a route choice model with multiple information sources,Transportation Research Part C
15472450.2015.1012865,Does travel information influence commuter and non-commuter behavior? Results from the San Fransisco bay area TravInfo project,Transportation Research Record
15472450.2015.1012865,Trip maker choice behavior for shopping trips under real-time information: model formulation and results of stated-preference internet-based interactive experiments,Journal of Retailing and Consumer Service
15472450.2015.1012865,Dynamics of commuting decision behavior under advanced traveler information systems,Transportation Research Part C
15472450.2015.1012865,Synthetic household travel survey data simulation,Transportation Research Part C
15472450.2015.1012865,"Evaluation of a bus passenger information system from the users' point of view in the city of Thessaloniki, Greece",Research in Transportation Economics
15472450.2015.1012865,The effect of advanced traveler information systems (ATIS) on travelers behaviour,Behavioural and network impacts of driver information systems
15472450.2015.1012865,Stated adaptation survey of activity rescheduling: Empirical and preliminary model results,Transportation Research Record: Journal of the Transportation Research Board
15472450.2015.1012865,Modeling the impact of travel information on activity-travel rescheduling decisions under conditions of travel time uncertainty,Transportation Research Record
15472450.2015.1012865,"A heterogeneous latent class model of activity rescheduling, route choice and information acquisition decisions under multiple uncertain events",Transportation Research Part C
15472450.2015.1012865,A revealed-preference study of behavioural impacts of real-time traffic information,Transportation Research Part C
15472450.2015.1012865,The impact of traffic information acquisition on the traffic conditions of the Athens Greater Area. Special issue entitled “Operation Research and Its Application in Transportation,"International Journal of Operations Research and Information Systems,"
15472450.2015.1012865,Development of a mixed MNL model to capture the impact of information systems on travelers' switching behavior,Journal of Intelligent Transportation Systems
15472450.2015.1012865,Activity travel planning and rescheduling behavior: Empirical analysis of influencing factors,Transportation Research Record: Journal of the Transportation Research Board
15472450.2015.1012865,Short-term choice of travelers with effect of traffic information,Journal of Transportation Systems Engineering and Information Technology
15472450.2015.1012865,An examination of traveler responses to real-time bus arrival information using panel data,Proceedings of the 87th Transportation Research Board Annual Meeting
15472450.2013.764796,Discrete choice models with applications to departure time and route choice,(2nd ed.
15472450.2013.764796,A probabilistic map matching method for smartphone GPS data,NA
15472450.2013.764796,Route choice modeling with network-free data,NA
15472450.2013.764796,Deriving and validating trip purposes and travel modes for multi-day GPS-based travel surveys: A large-scale application in the Netherlands,NA
15472450.2013.764796,An Integrated Map-Match Algorithm with Position Feedback and Shape-Based Mismatch Detection and Correction,NA
15472450.2013.764796,Integration of steering angle sensor with global positioning system and micro-electro-mechanical systems inertial Measurement Unit for Vehicular Positioning,NA
15472450.2013.764796,Understanding individual human mobility patterns,NA
15472450.2013.764796,Matching GPS observations to locations on a digital map,NA
15472450.2013.764796,The path inference filter: Model-based low-latency map matching of probe vehicle data,"Algorithmic Foundations of Robotics X, Vol. 86, Springer Tracts in Advanced Robotics"
15472450.2013.764796,Map-matching integrity using multihypothesis road-tracking,NA
15472450.2013.764796,Towards rich mobile phone datasets: Lausanne data collection campaign,Towards rich mobile phone datasets: Lausanne data collection campaign
15472450.2013.764796,Field studies of pedestrian walking speed and start-up time,NA
15472450.2013.764796,A new R package for Bayesian estimation of multivariate normal mixtures allowing for selection of the number of components and interval-censored data,NA
15472450.2013.764796,Activity Recognition using Cell Phone Accelerometers,NA
15472450.2013.764796,Learning and inferring transportation routines,NA
15472450.2013.764796,Efficient map matching of large Global Positioning System data sets: Tests on speed-monitoring experiment in Zurich,NA
15472450.2013.764796,Bluetooth-based indoor proximity sensing for nursing context awareness,NA
15472450.2013.764796,Map-matching in complex urban road networks,NA
15472450.2013.764796,Bayesian mixture modeling approach to account for heterogeneity in speed data,NA
15472450.2013.764796,Determining transportation mode on mobile phones,NA
15472450.2013.764796,Map-matching of GPS traces on high-resolution navigation networks using the multiple hypothesis technique,Map-matching of GPS traces on high-resolution navigation networks using the multiple hypothesis technique
15472450.2013.764796,Processing raw data from global positioning systems without additional information,NA
15472450.2013.764796,A Road Matching Method for Precise Vehicle Localization Using Hybrid Bayesian Network,NA
15472450.2013.764796,Using automatic vehicle identification data for travel time estimation in Hong Kong,NA
15472450.2013.764796,Bike speed measurements in a recreational population: Validity of self reported speed,NA
15472450.2013.764796,Multi-stage approach to travel-mode segmentation and classification of GPS traces,"20-21 October 2011, Guilin, China"
15472450.2013.764796,Understanding mobility based on GPS data,NA
15472450.2013.856712,Using stated preference data for studying the effect of advanced traffic information on drivers’ route choice,NA
15472450.2013.856712,A penalty function heuristic for the resource constrained shortest path problem,NA
15472450.2013.856712,An algorithm for the resource constrained shortest path problem,NA
15472450.2013.856712,Evaluation of choice set generation algorithms for route choice models,NA
15472450.2013.856712,The impact of predictive information on guidance efficiency: An analytical approach,NA
15472450.2013.856712,A simple and fast label correcting algorithm for shortest paths,NA
15472450.2013.856712,Computer assisted routing of intermodal shipments,NA
15472450.2013.856712,Investigation of route guidance generation issues by simulation with DynaMIT,NA
15472450.2013.856712,Solution optimale pour la recherche du meilleur chemin intermodal,NA
15472450.2013.856712,Using a weight-assessing model to identify route choice criteria and information effects,NA
15472450.2013.856712,Hybrid shortest path algorithm for vehicle navigation,NA
15472450.2013.856712,A reoptimization algorithm for the shortest path problem with time windows,NA
15472450.2013.856712,Note on the complexity of the shortest path models for column generation in vrptw,NA
15472450.2013.856712,"Improved preprocessing, labeling and scaling algorithms for the weight-constrained shortest path problem",NA
15472450.2013.856712,A new algorithm to finding the best path in intermodal transportation systems,NA
15472450.2013.856712,An exact algorithm for the elementary shortest path problem with resource constraints: Application to some vehicle routing problems,NA
15472450.2013.856712,Fibonacci heaps and their uses in improved network optimization algorithms,NA
